INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT
1425	65	9	8997155	179943	75.0	1.0	8997155	179943	75.0	1.0	23236130	464722	75.0	1.0	8918918	178378	75.0	1.0	4850640	97012	75.0	1.0	5998215	119964	75.0	1.0	5998215	119964	75.0	1.0	5049420	100988	75.0	1.0	6861721	137234	75.0	1.0	6240659	124813	75.0	1.0	5339838	106796	75.0	1.0
1426	66	9	9242532	184850	76.5	1.0	9242532	184850	76.5	1.0	23869843	477396	76.5	1.0	9162162	183243	76.5	1.0	4982930	99658	76.5	1.0	6161803	123236	76.5	1.0	6161803	123236	76.5	1.0	5187132	103742	76.5	1.0	7048859	140977	76.5	1.0	6410859	128217	76.5	1.0	5485470	109709	76.5	1.0
1427	67	9	9487908	189758	78.0	1.0	9487908	189758	78.0	1.0	24503556	490071	78.0	1.0	9405405	188108	78.0	1.0	5115220	102304	78.0	1.0	6325391	126507	78.0	1.0	6325391	126507	78.0	1.0	5324843	106496	78.0	1.0	7235997	144719	78.0	1.0	6581059	131621	78.0	1.0	5631102	112622	78.0	1.0
1428	68	9	9733285	194665	79.5	1.0	9733285	194665	79.5	1.0	25137268	502745	79.5	1.0	9648648	192972	79.5	1.0	5247510	104950	79.5	1.0	6488978	129779	79.5	1.0	6488978	129779	79.5	1.0	5462555	109251	79.5	1.0	7423135	148462	79.5	1.0	6751259	135025	79.5	1.0	5776734	115534	79.5	1.0
1429	69	9	9978662	199573	81.0	1.0	9978662	199573	81.0	1.0	25770981	515419	81.0	1.0	9891891	197837	81.0	1.0	5379800	107596	81.0	1.0	6652566	133051	81.0	1.0	6652566	133051	81.0	1.0	5600266	112005	81.0	1.0	7610273	152205	81.0	1.0	6921459	138429	81.0	1.0	5922366	118447	81.0	1.0
1430	70	9	10224039	204480	82.5	1.0	10224039	204480	82.5	1.0	26404694	528093	82.5	1.0	10135135	202702	82.5	1.0	5512091	110241	82.5	1.0	6816154	136323	82.5	1.0	6816154	136323	82.5	1.0	5737977	114759	82.5	1.0	7797411	155948	82.5	1.0	7091658	141833	82.5	1.0	6067998	121359	82.5	1.0
1431	71	9	10469416	209388	84.0	1.0	10469416	209388	84.0	1.0	27038406	540768	84.0	1.0	10378378	207567	84.0	1.0	5644381	112887	84.0	1.0	6979742	139594	84.0	1.0	6979742	139594	84.0	1.0	5875689	117513	84.0	1.0	7984549	159690	84.0	1.0	7261858	145237	84.0	1.0	6213630	124272	84.0	1.0
1432	72	9	10714793	214295	85.5	1.0	10714793	214295	85.5	1.0	27672119	553442	85.5	1.0	10621621	212432	85.5	1.0	5776671	115533	85.5	1.0	7143329	142866	85.5	1.0	7143329	142866	85.5	1.0	6013400	120268	85.5	1.0	8171687	163433	85.5	1.0	7432058	148641	85.5	1.0	6359262	127185	85.5	1.0
1433	73	9	10960170	219203	87.0	1.0	10960170	219203	87.0	1.0	28305832	566116	87.0	1.0	10864864	217297	87.0	1.0	5908961	118179	87.0	1.0	7306917	146138	87.0	1.0	7306917	146138	87.0	1.0	6151112	123022	87.0	1.0	8358824	167176	87.0	1.0	7602258	152045	87.0	1.0	6504894	130097	87.0	1.0
1434	74	9	11205547	224110	88.5	1.0	11205547	224110	88.5	1.0	28939544	578790	88.5	1.0	11108108	222162	88.5	1.0	6041251	120825	88.5	1.0	7470505	149410	88.5	1.0	7470505	149410	88.5	1.0	6288823	125776	88.5	1.0	8545962	170919	88.5	1.0	7772458	155449	88.5	1.0	6650526	133010	88.5	1.0
1435	75	9	11450924	229018	90.0	1.0	11450924	229018	90.0	1.0	29573257	591465	90.0	1.0	11351351	227027	90.0	1.0	6173541	123470	90.0	1.0	7634092	152681	90.0	1.0	7634092	152681	90.0	1.0	6426535	128530	90.0	1.0	8733100	174662	90.0	1.0	7942657	158853	90.0	1.0	6796158	135923	90.0	1.0
1436	76	9	11696301	233926	91.5	1.0	11696301	233926	91.5	1.0	30206970	604139	91.5	1.0	11594594	231891	91.5	1.0	6305832	126116	91.5	1.0	7797680	155953	91.5	1.0	7797680	155953	91.5	1.0	6564246	131284	91.5	1.0	8920238	178404	91.5	1.0	8112857	162257	91.5	1.0	6941790	138835	91.5	1.0
1437	77	9	11941678	238833	93.0	1.0	11941678	238833	93.0	1.0	30840682	616813	93.0	1.0	11837837	236756	93.0	1.0	6438122	128762	93.0	1.0	7961268	159225	93.0	1.0	7961268	159225	93.0	1.0	6701958	134039	93.0	1.0	9107376	182147	93.0	1.0	8283057	165661	93.0	1.0	7087422	141748	93.0	1.0
1438	78	9	12187055	243741	94.5	1.0	12187055	243741	94.5	1.0	31474395	629487	94.5	1.0	12081081	241621	94.5	1.0	6570412	131408	94.5	1.0	8124856	162497	94.5	1.0	8124856	162497	94.5	1.0	6839669	136793	94.5	1.0	9294514	185890	94.5	1.0	8453257	169065	94.5	1.0	7233054	144661	94.5	1.0
1439	79	9	12432432	248648	96.0	1.0	12432432	248648	96.0	1.0	32108108	642162	96.0	1.0	12324324	246486	96.0	1.0	6702702	134054	96.0	1.0	8288443	165768	96.0	1.0	8288443	165768	96.0	1.0	6977381	139547	96.0	1.0	9481652	189633	96.0	1.0	8623457	172469	96.0	1.0	7378686	147573	96.0	1.0
1440	80	9	12677809	253556	97.5	1.0	12677809	253556	97.5	1.0	32741820	654836	97.5	1.0	12567567	251351	97.5	1.0	6834992	136699	97.5	1.0	8452031	169040	97.5	1.0	8452031	169040	97.5	1.0	7115092	142301	97.5	1.0	9668790	193375	97.5	1.0	8793656	175873	97.5	1.0	7524318	150486	97.5	1.0
1441	81	9	12923186	258463	99.0	1.0	12923186	258463	99.0	1.0	33375533	667510	99.0	1.0	12810810	256216	99.0	1.0	6967283	139345	99.0	1.0	8615619	172312	99.0	1.0	8615619	172312	99.0	1.0	7252804	145056	99.0	1.0	9855927	197118	99.0	1.0	8963856	179277	99.0	1.0	7669950	153399	99.0	1.0
1442	82	9	13168563	263371	100.5	1.0	13168563	263371	100.5	1.0	34009246	680184	100.5	1.0	13054054	261081	100.5	1.0	7099573	141991	100.5	1.0	8779206	175584	100.5	1.0	8779206	175584	100.5	1.0	7390515	147810	100.5	1.0	10043065	200861	100.5	1.0	9134056	182681	100.5	1.0	7815582	156311	100.5	1.0
1443	83	9	13413940	268278	102.0	1.0	13413940	268278	102.0	1.0	34642958	692859	102.0	1.0	13297297	265945	102.0	1.0	7231863	144637	102.0	1.0	8942794	178855	102.0	1.0	8942794	178855	102.0	1.0	7528227	150564	102.0	1.0	10230203	204604	102.0	1.0	9304256	186085	102.0	1.0	7961214	159224	102.0	1.0
1444	84	9	13659317	273186	103.5	1.0	13659317	273186	103.5	1.0	35276671	705533	103.5	1.0	13540540	270810	103.5	1.0	7364153	147283	103.5	1.0	9106382	182127	103.5	1.0	9106382	182127	103.5	1.0	7665938	153318	103.5	1.0	10417341	208346	103.5	1.0	9474456	189489	103.5	1.0	8106846	162136	103.5	1.0
1445	85	9	13904694	278093	105.0	1.0	13904694	278093	105.0	1.0	35910384	718207	105.0	1.0	13783783	275675	105.0	1.0	7496443	149928	105.0	1.0	9269969	185399	105.0	1.0	9269969	185399	105.0	1.0	7803650	156073	105.0	1.0	10604479	212089	105.0	1.0	9644656	192893	105.0	1.0	8252477	165049	105.0	1.0
1446	86	9	14150071	283001	106.5	1.0	14150071	283001	106.5	1.0	36544096	730881	106.5	1.0	14027027	280540	106.5	1.0	7628733	152574	106.5	1.0	9433557	188671	106.5	1.0	9433557	188671	106.5	1.0	7941361	158827	106.5	1.0	10791617	215832	106.5	1.0	9814855	196297	106.5	1.0	8398109	167962	106.5	1.0
1447	87	9	14395448	287908	108.0	1.0	14395448	287908	108.0	1.0	37177809	743556	108.0	1.0	14270270	285405	108.0	1.0	7761024	155220	108.0	1.0	9597145	191942	108.0	1.0	9597145	191942	108.0	1.0	8079073	161581	108.0	1.0	10978755	219575	108.0	1.0	9985055	199701	108.0	1.0	8543741	170874	108.0	1.0
1448	88	9	14640825	292816	109.5	1.0	14640825	292816	109.5	1.0	37811522	756230	109.5	1.0	14513513	290270	109.5	1.0	7893314	157866	109.5	1.0	9760733	195214	109.5	1.0	9760733	195214	109.5	1.0	8216784	164335	109.5	1.0	11165893	223317	109.5	1.0	10155255	203105	109.5	1.0	8689373	173787	109.5	1.0
1449	89	9	14886201	297724	111.0	1.0	14886201	297724	111.0	1.0	38445234	768904	111.0	1.0	14756756	295135	111.0	1.0	8025604	160512	111.0	1.0	9924320	198486	111.0	1.0	9924320	198486	111.0	1.0	8354495	167089	111.0	1.0	11353030	227060	111.0	1.0	10325455	206509	111.0	1.0	8835005	176700	111.0	1.0
1450	90	9	15131578	302631	112.5	1.0	15131578	302631	112.5	1.0	39078947	781578	112.5	1.0	15000000	300000	112.5	1.0	8157894	163157	112.5	1.0	10087908	201758	112.5	1.0	10087908	201758	112.5	1.0	8492207	169844	112.5	1.0	11540168	230803	112.5	1.0	10495655	209913	112.5	1.0	8980637	179612	112.5	1.0
1451	91	9	15376955	307539	114.0	1.0	15376955	307539	114.0	1.0	39712660	794253	114.0	1.0	15243243	304864	114.0	1.0	8290184	165803	114.0	1.0	10251496	205029	114.0	1.0	10251496	205029	114.0	1.0	8629918	172598	114.0	1.0	11727306	234546	114.0	1.0	10665854	213317	114.0	1.0	9126269	182525	114.0	1.0
1452	92	9	15622332	312446	115.5	1.0	15622332	312446	115.5	1.0	40346372	806927	115.5	1.0	15486486	309729	115.5	1.0	8422475	168449	115.5	1.0	10415083	208301	115.5	1.0	10415083	208301	115.5	1.0	8767630	175352	115.5	1.0	11914444	238288	115.5	1.0	10836054	216721	115.5	1.0	9271901	185438	115.5	1.0
1453	93	9	15867709	317354	117.0	1.0	15867709	317354	117.0	1.0	40980085	819601	117.0	1.0	15729729	314594	117.0	1.0	8554765	171095	117.0	1.0	10578671	211573	117.0	1.0	10578671	211573	117.0	1.0	8905341	178106	117.0	1.0	12101582	242031	117.0	1.0	11006254	220125	117.0	1.0	9417533	188350	117.0	1.0
1454	94	9	16113086	322261	118.5	1.0	16113086	322261	118.5	1.0	41613798	832275	118.5	1.0	15972972	319459	118.5	1.0	8687055	173741	118.5	1.0	10742259	214845	118.5	1.0	10742259	214845	118.5	1.0	9043053	180861	118.5	1.0	12288720	245774	118.5	1.0	11176454	223529	118.5	1.0	9563165	191263	118.5	1.0
1455	95	9	16358463	327169	120.0	1.0	16358463	327169	120.0	1.0	42247510	844950	120.0	1.0	16216216	324324	120.0	1.0	8819345	176386	120.0	1.0	10905846	218116	120.0	1.0	10905846	218116	120.0	1.0	9180764	183615	120.0	1.0	12475858	249517	120.0	1.0	11346654	226933	120.0	1.0	9708797	194175	120.0	1.0
1456	96	9	16603840	332076	121.5	1.0	16603840	332076	121.5	1.0	42881223	857624	121.5	1.0	16459459	329189	121.5	1.0	8951635	179032	121.5	1.0	11069434	221388	121.5	1.0	11069434	221388	121.5	1.0	9318476	186369	121.5	1.0	12662996	253259	121.5	1.0	11516853	230337	121.5	1.0	9854429	197088	121.5	1.0
1457	97	9	16849217	336984	123.0	1.0	16849217	336984	123.0	1.0	43514935	870298	123.0	1.0	16702702	334054	123.0	1.0	9083926	181678	123.0	1.0	11233022	224660	123.0	1.0	11233022	224660	123.0	1.0	9456187	189123	123.0	1.0	12850133	257002	123.0	1.0	11687053	233741	123.0	1.0	10000061	200001	123.0	1.0
1458	98	9	17094594	341891	124.5	1.0	17094594	341891	124.5	1.0	44148648	882972	124.5	1.0	16945945	338918	124.5	1.0	9216216	184324	124.5	1.0	11396610	227932	124.5	1.0	11396610	227932	124.5	1.0	9593899	191877	124.5	1.0	13037271	260745	124.5	1.0	11857253	237145	124.5	1.0	10145693	202913	124.5	1.0
1459	99	9	17339971	346799	126.0	1.0	17339971	346799	126.0	1.0	44782361	895647	126.0	1.0	17189189	343783	126.0	1.0	9348506	186970	126.0	1.0	11560197	231203	126.0	1.0	11560197	231203	126.0	1.0	9731610	194632	126.0	1.0	13224409	264488	126.0	1.0	12027453	240549	126.0	1.0	10291325	205826	126.0	1.0
1460	100	9	17585348	351706	127.5	1.0	17585348	351706	127.5	1.0	45416073	908321	127.5	1.0	17432432	348648	127.5	1.0	9480796	189615	127.5	1.0	11723785	234475	127.5	1.0	11723785	234475	127.5	1.0	9869322	197386	127.5	1.0	13411547	268230	127.5	1.0	12197653	243953	127.5	1.0	10436957	208739	127.5	1.0
1461	101	9	17830725	356614	129.0	1.0	17830725	356614	129.0	1.0	46049786	920995	129.0	1.0	17675675	353513	129.0	1.0	9613086	192261	129.0	1.0	11887373	237747	129.0	1.0	11887373	237747	129.0	1.0	10007033	200140	129.0	1.0	13598685	271973	129.0	1.0	12367852	247357	129.0	1.0	10582589	211651	129.0	1.0
1462	102	9	18076102	361522	130.5	1.0	18076102	361522	130.5	1.0	46683499	933669	130.5	1.0	17918918	358378	130.5	1.0	9745376	194907	130.5	1.0	12050960	241019	130.5	1.0	12050960	241019	130.5	1.0	10144745	202894	130.5	1.0	13785823	275716	130.5	1.0	12538052	250761	130.5	1.0	10728221	214564	130.5	1.0
1463	103	9	18321479	366429	132.0	1.0	18321479	366429	132.0	1.0	47317211	946344	132.0	1.0	18162162	363243	132.0	1.0	9877667	197553	132.0	1.0	12214548	244290	132.0	1.0	12214548	244290	132.0	1.0	10282456	205649	132.0	1.0	13972961	279459	132.0	1.0	12708252	254165	132.0	1.0	10873853	217477	132.0	1.0
1464	104	9	18566856	371337	133.5	1.0	18566856	371337	133.5	1.0	47950924	959018	133.5	1.0	18405405	368108	133.5	1.0	10009957	200199	133.5	1.0	12378136	247562	133.5	1.0	12378136	247562	133.5	1.0	10420168	208403	133.5	1.0	14160099	283201	133.5	1.0	12878452	257569	133.5	1.0	11019485	220389	133.5	1.0
1465	105	9	18894025	377880	135.0	1.0	18894025	377880	135.0	1.0	48795874	975917	135.0	1.0	18729729	374594	135.0	1.0	10186344	203726	135.0	1.0	12596253	251925	135.0	1.0	12596253	251925	135.0	1.0	10603783	212075	135.0	1.0	14409616	288192	135.0	1.0	13105385	262107	135.0	1.0	11213661	224273	135.0	1.0
1466	106	9	19221194	384423	136.5	1.0	19221194	384423	136.5	1.0	49640825	992816	136.5	1.0	19054054	381081	136.5	1.0	10362731	207254	136.5	1.0	12814370	256287	136.5	1.0	12814370	256287	136.5	1.0	10787398	215747	136.5	1.0	14659133	293182	136.5	1.0	13332318	266646	136.5	1.0	11407837	228156	136.5	1.0
1467	107	9	19548364	390967	138.0	1.0	19548364	390967	138.0	1.0	50485775	1009715	138.0	1.0	19378378	387567	138.0	1.0	10539118	210782	138.0	1.0	13032487	260649	138.0	1.0	13032487	260649	138.0	1.0	10971013	219420	138.0	1.0	14908650	298173	138.0	1.0	13559251	271185	138.0	1.0	11602013	232040	138.0	1.0
1468	108	9	19875533	397510	139.5	1.0	19875533	397510	139.5	1.0	51330725	1026614	139.5	1.0	19702702	394054	139.5	1.0	10715504	214310	139.5	1.0	13250604	265012	139.5	1.0	13250604	265012	139.5	1.0	11154629	223092	139.5	1.0	15158167	303163	139.5	1.0	13786184	275723	139.5	1.0	11796189	235923	139.5	1.0
1469	109	9	20202702	404054	141.0	1.0	20202702	404054	141.0	1.0	52175675	1043513	141.0	1.0	20027027	400540	141.0	1.0	10891891	217837	141.0	1.0	13468721	269374	141.0	1.0	13468721	269374	141.0	1.0	11338244	226764	141.0	1.0	15407684	308153	141.0	1.0	14013117	280262	141.0	1.0	11990365	239807	141.0	1.0
1470	110	9	20529871	410597	142.5	1.0	20529871	410597	142.5	1.0	53020625	1060412	142.5	1.0	20351351	407027	142.5	1.0	11068278	221365	142.5	1.0	13686837	273736	142.5	1.0	13686837	273736	142.5	1.0	11521859	230437	142.5	1.0	15657201	313144	142.5	1.0	14240050	284801	142.5	1.0	12184541	243690	142.5	1.0
1471	111	9	20857041	417140	144.0	1.0	20857041	417140	144.0	1.0	53865576	1077311	144.0	1.0	20675675	413513	144.0	1.0	11244665	224893	144.0	1.0	13904954	278099	144.0	1.0	13904954	278099	144.0	1.0	11705475	234109	144.0	1.0	15906719	318134	144.0	1.0	14466984	289339	144.0	1.0	12378716	247574	144.0	1.0
1472	112	9	21184210	423684	145.5	1.0	21184210	423684	145.5	1.0	54710526	1094210	145.5	1.0	21000000	420000	145.5	1.0	11421052	228421	145.5	1.0	14123071	282461	145.5	1.0	14123071	282461	145.5	1.0	11889090	237781	145.5	1.0	16156236	323124	145.5	1.0	14693917	293878	145.5	1.0	12572892	251457	145.5	1.0
1473	113	9	21511379	430227	147.0	1.0	21511379	430227	147.0	1.0	55555476	1111109	147.0	1.0	21324324	426486	147.0	1.0	11597439	231948	147.0	1.0	14341188	286823	147.0	1.0	14341188	286823	147.0	1.0	12072705	241454	147.0	1.0	16405753	328115	147.0	1.0	14920850	298417	147.0	1.0	12767068	255341	147.0	1.0
1474	114	9	21838549	436770	148.5	1.0	21838549	436770	148.5	1.0	56400426	1128008	148.5	1.0	21648648	432972	148.5	1.0	11773826	235476	148.5	1.0	14559305	291186	148.5	1.0	14559305	291186	148.5	1.0	12256321	245126	148.5	1.0	16655270	333105	148.5	1.0	15147783	302955	148.5	1.0	12961244	259224	148.5	1.0
1475	115	9	22165718	443314	150.0	1.0	22165718	443314	150.0	1.0	57245376	1144907	150.0	1.0	21972972	439459	150.0	1.0	11950213	239004	150.0	1.0	14777422	295548	150.0	1.0	14777422	295548	150.0	1.0	12439936	248798	150.0	1.0	16904787	338095	150.0	1.0	15374716	307494	150.0	1.0	13155420	263108	150.0	1.0
1476	116	9	22492887	449857	151.5	1.0	22492887	449857	151.5	1.0	58090327	1161806	151.5	1.0	22297297	445945	151.5	1.0	12126600	242532	151.5	1.0	14995539	299910	151.5	1.0	14995539	299910	151.5	1.0	12623551	252471	151.5	1.0	17154304	343086	151.5	1.0	15601649	312032	151.5	1.0	13349596	266991	151.5	1.0
1477	117	9	22820056	456401	153.0	1.0	22820056	456401	153.0	1.0	58935277	1178705	153.0	1.0	22621621	452432	153.0	1.0	12302987	246059	153.0	1.0	15213656	304273	153.0	1.0	15213656	304273	153.0	1.0	12807166	256143	153.0	1.0	17403822	348076	153.0	1.0	15828582	316571	153.0	1.0	13543772	270875	153.0	1.0
1478	118	9	23147226	462944	154.5	1.0	23147226	462944	154.5	1.0	59780227	1195604	154.5	1.0	22945945	458918	154.5	1.0	12479374	249587	154.5	1.0	15431773	308635	154.5	1.0	15431773	308635	154.5	1.0	12990782	259815	154.5	1.0	17653339	353066	154.5	1.0	16055515	321110	154.5	1.0	13737948	274758	154.5	1.0
1479	119	9	23474395	469487	156.0	1.0	23474395	469487	156.0	1.0	60625177	1212503	156.0	1.0	23270270	465405	156.0	1.0	12655761	253115	156.0	1.0	15649890	312997	156.0	1.0	15649890	312997	156.0	1.0	13174397	263487	156.0	1.0	17902856	358057	156.0	1.0	16282448	325648	156.0	1.0	13932124	278642	156.0	1.0
1480	120	9	23801564	476031	157.5	1.0	23801564	476031	157.5	1.0	61470128	1229402	157.5	1.0	23594594	471891	157.5	1.0	12832147	256642	157.5	1.0	15868007	317360	157.5	1.0	15868007	317360	157.5	1.0	13358012	267160	157.5	1.0	18152373	363047	157.5	1.0	16509381	330187	157.5	1.0	14126300	282526	157.5	1.0
1481	121	9	24128733	482574	159.0	1.0	24128733	482574	159.0	1.0	62315078	1246301	159.0	1.0	23918918	478378	159.0	1.0	13008534	260170	159.0	1.0	16086124	321722	159.0	1.0	16086124	321722	159.0	1.0	13541628	270832	159.0	1.0	18401890	368037	159.0	1.0	16736314	334726	159.0	1.0	14320476	286409	159.0	1.0
1482	122	9	24455903	489118	160.5	1.0	24455903	489118	160.5	1.0	63160028	1263200	160.5	1.0	24243243	484864	160.5	1.0	13184921	263698	160.5	1.0	16304241	326084	160.5	1.0	16304241	326084	160.5	1.0	13725243	274504	160.5	1.0	18651407	373028	160.5	1.0	16963247	339264	160.5	1.0	14514652	290293	160.5	1.0
1483	123	9	24783072	495661	162.0	1.0	24783072	495661	162.0	1.0	64004978	1280099	162.0	1.0	24567567	491351	162.0	1.0	13361308	267226	162.0	1.0	16522358	330447	162.0	1.0	16522358	330447	162.0	1.0	13908858	278177	162.0	1.0	18900925	378018	162.0	1.0	17190180	343803	162.0	1.0	14708828	294176	162.0	1.0
1484	124	9	25110241	502204	163.5	1.0	25110241	502204	163.5	1.0	64849928	1296998	163.5	1.0	24891891	497837	163.5	1.0	13537695	270753	163.5	1.0	16740475	334809	163.5	1.0	16740475	334809	163.5	1.0	14092473	281849	163.5	1.0	19150442	383008	163.5	1.0	17417114	348342	163.5	1.0	14903004	298060	163.5	1.0
1485	125	9	25437411	508748	165.0	1.0	25437411	508748	165.0	1.0	65694879	1313897	165.0	1.0	25216216	504324	165.0	1.0	13714082	274281	165.0	1.0	16958592	339171	165.0	1.0	16958592	339171	165.0	1.0	14276089	285521	165.0	1.0	19399959	387999	165.0	1.0	17644047	352880	165.0	1.0	15097180	301943	165.0	1.0
1486	126	9	25764580	515291	166.5	1.0	25764580	515291	166.5	1.0	66539829	1330796	166.5	1.0	25540540	510810	166.5	1.0	13890469	277809	166.5	1.0	17176708	343534	166.5	1.0	17176708	343534	166.5	1.0	14459704	289194	166.5	1.0	19649476	392989	166.5	1.0	17870980	357419	166.5	1.0	15291356	305827	166.5	1.0
1487	127	9	26091749	521834	168.0	1.0	26091749	521834	168.0	1.0	67384779	1347695	168.0	1.0	25864864	517297	168.0	1.0	14066856	281337	168.0	1.0	17394825	347896	168.0	1.0	17394825	347896	168.0	1.0	14643319	292866	168.0	1.0	19898993	397979	168.0	1.0	18097913	361958	168.0	1.0	15485532	309710	168.0	1.0
1488	128	9	26418918	528378	169.5	1.0	26418918	528378	169.5	1.0	68229729	1364594	169.5	1.0	26189189	523783	169.5	1.0	14243243	284864	169.5	1.0	17612942	352258	169.5	1.0	17612942	352258	169.5	1.0	14826935	296538	169.5	1.0	20148510	402970	169.5	1.0	18324846	366496	169.5	1.0	15679708	313594	169.5	1.0
1489	129	9	26746088	534921	171.0	1.0	26746088	534921	171.0	1.0	69074679	1381493	171.0	1.0	26513513	530270	171.0	1.0	14419630	288392	171.0	1.0	17831059	356621	171.0	1.0	17831059	356621	171.0	1.0	15010550	300211	171.0	1.0	20398028	407960	171.0	1.0	18551779	371035	171.0	1.0	15873884	317477	171.0	1.0
1490	130	9	27073257	541465	172.5	1.0	27073257	541465	172.5	1.0	69919630	1398392	172.5	1.0	26837837	536756	172.5	1.0	14596017	291920	172.5	1.0	18049176	360983	172.5	1.0	18049176	360983	172.5	1.0	15194165	303883	172.5	1.0	20647545	412950	172.5	1.0	18778712	375574	172.5	1.0	16068060	321361	172.5	1.0
1491	131	9	27400426	548008	174.0	1.0	27400426	548008	174.0	1.0	70764580	1415291	174.0	1.0	27162162	543243	174.0	1.0	14772403	295448	174.0	1.0	18267293	365345	174.0	1.0	18267293	365345	174.0	1.0	15377781	307555	174.0	1.0	20897062	417941	174.0	1.0	19005645	380112	174.0	1.0	16262236	325244	174.0	1.0
1492	132	9	27727596	554551	175.5	1.0	27727596	554551	175.5	1.0	71609530	1432190	175.5	1.0	27486486	549729	175.5	1.0	14948790	298975	175.5	1.0	18485410	369708	175.5	1.0	18485410	369708	175.5	1.0	15561396	311227	175.5	1.0	21146579	422931	175.5	1.0	19232578	384651	175.5	1.0	16456411	329128	175.5	1.0
1493	133	9	28054765	561095	177.0	1.0	28054765	561095	177.0	1.0	72454480	1449089	177.0	1.0	27810810	556216	177.0	1.0	15125177	302503	177.0	1.0	18703527	374070	177.0	1.0	18703527	374070	177.0	1.0	15745011	314900	177.0	1.0	21396096	427921	177.0	1.0	19459511	389190	177.0	1.0	16650587	333011	177.0	1.0
1494	134	9	28381934	567638	178.5	1.0	28381934	567638	178.5	1.0	73299431	1465988	178.5	1.0	28135135	562702	178.5	1.0	15301564	306031	178.5	1.0	18921644	378432	178.5	1.0	18921644	378432	178.5	1.0	15928626	318572	178.5	1.0	21645613	432912	178.5	1.0	19686444	393728	178.5	1.0	16844763	336895	178.5	1.0
1495	135	9	28709103	574182	180.0	1.0	28709103	574182	180.0	1.0	74144381	1482887	180.0	1.0	28459459	569189	180.0	1.0	15477951	309559	180.0	1.0	19139761	382795	180.0	1.0	19139761	382795	180.0	1.0	16112242	322244	180.0	1.0	21895131	437902	180.0	1.0	19913377	398267	180.0	1.0	17038939	340778	180.0	1.0
1496	136	9	29036273	580725	181.5	1.0	29036273	580725	181.5	1.0	74989331	1499786	181.5	1.0	28783783	575675	181.5	1.0	15654338	313086	181.5	1.0	19357878	387157	181.5	1.0	19357878	387157	181.5	1.0	16295857	325917	181.5	1.0	22144648	442892	181.5	1.0	20140311	402806	181.5	1.0	17233115	344662	181.5	1.0
1497	137	9	29363442	587268	183.0	1.0	29363442	587268	183.0	1.0	75834281	1516685	183.0	1.0	29108108	582162	183.0	1.0	15830725	316614	183.0	1.0	19575995	391519	183.0	1.0	19575995	391519	183.0	1.0	16479472	329589	183.0	1.0	22394165	447883	183.0	1.0	20367244	407344	183.0	1.0	17427291	348545	183.0	1.0
1498	138	9	29690611	593812	184.5	1.0	29690611	593812	184.5	1.0	76679231	1533584	184.5	1.0	29432432	588648	184.5	1.0	16007112	320142	184.5	1.0	19794112	395882	184.5	1.0	19794112	395882	184.5	1.0	16663088	333261	184.5	1.0	22643682	452873	184.5	1.0	20594177	411883	184.5	1.0	17621467	352429	184.5	1.0
1499	139	9	30017780	600355	186.0	1.0	30017780	600355	186.0	1.0	77524182	1550483	186.0	1.0	29756756	595135	186.0	1.0	16183499	323669	186.0	1.0	20012229	400244	186.0	1.0	20012229	400244	186.0	1.0	16846703	336934	186.0	1.0	22893199	457863	186.0	1.0	20821110	416422	186.0	1.0	17815643	356312	186.0	1.0
1500	140	9	30344950	606899	187.5	1.0	30344950	606899	187.5	1.0	78369132	1567382	187.5	1.0	30081081	601621	187.5	1.0	16359886	327197	187.5	1.0	20230346	404606	187.5	1.0	20230346	404606	187.5	1.0	17030318	340606	187.5	1.0	23142716	462854	187.5	1.0	21048043	420960	187.5	1.0	18009819	360196	187.5	1.0
1501	141	9	30672119	613442	189.0	1.0	30672119	613442	189.0	1.0	79214082	1584281	189.0	1.0	30405405	608108	189.0	1.0	16536273	330725	189.0	1.0	20448463	408969	189.0	1.0	20448463	408969	189.0	1.0	17213933	344278	189.0	1.0	23392234	467844	189.0	1.0	21274976	425499	189.0	1.0	18203995	364079	189.0	1.0
1502	142	9	30999288	619985	190.5	1.0	30999288	619985	190.5	1.0	80059032	1601180	190.5	1.0	30729729	614594	190.5	1.0	16712660	334253	190.5	1.0	20666580	413331	190.5	1.0	20666580	413331	190.5	1.0	17397549	347950	190.5	1.0	23641751	472835	190.5	1.0	21501909	430038	190.5	1.0	18398171	367963	190.5	1.0
1503	143	9	31326458	626529	192.0	1.0	31326458	626529	192.0	1.0	80903982	1618079	192.0	1.0	31054054	621081	192.0	1.0	16889046	337780	192.0	1.0	20884696	417693	192.0	1.0	20884696	417693	192.0	1.0	17581164	351623	192.0	1.0	23891268	477825	192.0	1.0	21728842	434576	192.0	1.0	18592347	371846	192.0	1.0
