INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1700	17	1	100	3500	0	10	10	10	10	10	10
1701	17	2	115	2000	1	15	15	15	15	15	15
1702	17	3	132	1000	1	21	21	21	21	21	21
1703	17	4	151	500	1	30	30	30	30	30	30
1704	17	5	173	500	1	44	44	44	44	44	44
1705	17	6	199	200	5	70	70	70	70	70	70
1706	17	7	228	200	5	93	93	93	93	93	93
1707	17	8	261	200	7	135	135	135	135	135	135
1708	17	9	300	200	8	195	195	195	195	195	195
1709	17	10	300	1000	9	195	195	195	195	195	195
1710	17	11	300	1000	10	195	195	195	195	195	195
1711	17	12	300	1000	11	195	195	195	195	195	195
1712	17	13	300	1000	12	195	195	195	195	195	195
1713	17	14	300	1000	13	195	195	195	195	195	195
1714	17	15	300	1000	14	195	195	195	195	195	195
1715	17	16	300	1000	15	195	195	195	195	195	195
1716	17	17	300	1000	16	195	195	195	195	195	195
1717	17	18	300	1000	17	195	195	195	195	195	195
1718	17	19	300	1000	18	195	195	195	195	195	195
1719	17	20	300	1000	19	195	195	195	195	195	195
1720	17	21	300	2666	20	195	195	195	195	195	195
1721	17	22	300	1000	21	195	195	195	195	195	195
1722	17	23	300	1000	22	195	195	195	195	195	195
1723	17	24	300	333	23	195	195	195	195	195	195
1724	17	25	300	857	24	195	195	195	195	195	195
1725	17	26	300	500	25	195	195	195	195	195	195
1726	17	27	300	222	26	195	195	195	195	195	195
1727	17	28	300	100	27	195	195	195	195	195	195
1728	17	29	300	818	28	195	195	195	195	195	195
1729	17	30	300	666	29	195	195	195	195	195	195
1730	17	31	300	250	30	195	195	195	195	195	195
1731	17	32	300	111	31	195	195	195	195	195	195
1732	17	33	300	309	32	195	195	195	195	195	195
1733	17	34	300	314	33	195	195	195	195	195	195
1734	17	35	300	188	34	195	195	195	195	195	195
1735	17	36	300	200	35	195	195	195	195	195	195
1736	17	37	300	134	36	195	195	195	195	195	195
1737	17	38	300	84	37	195	195	195	195	195	195
1738	17	39	300	44	38	195	195	195	195	195	195
1739	17	40	300	112	39	195	195	195	195	195	195
1740	17	41	300	127	40	195	195	195	195	195	195
1741	17	42	300	112	41	195	195	195	195	195	195
1742	17	43	300	100	42	195	195	195	195	195	195
1743	17	44	300	88	43	195	195	195	195	195	195
1744	17	45	300	78	44	195	195	195	195	195	195
1745	17	46	300	169	45	195	195	195	195	195	195
1746	17	47	300	161	46	195	195	195	195	195	195
1747	17	48	300	153	47	195	195	195	195	195	195
1748	17	49	300	147	48	195	195	195	195	195	195
1749	17	50	300	87	49	195	195	195	195	195	195
1750	17	51	300	87	50	195	195	195	195	195	195
1751	17	52	300	87	51	195	195	195	195	195	195
1752	17	53	300	87	52	195	195	195	195	195	195
1753	17	54	300	87	53	195	195	195	195	195	195
1754	17	55	300	87	54	195	195	195	195	195	195
1755	17	56	300	87	55	195	195	195	195	195	195
1756	17	57	300	87	56	195	195	195	195	195	195
1757	17	58	300	87	57	195	195	195	195	195	195
1758	17	59	300	87	58	195	195	195	195	195	195
1759	17	60	300	37	59	195	195	195	195	195	195
1760	17	61	300	37	60	195	195	195	195	195	195
1761	17	62	300	37	61	195	195	195	195	195	195
1762	17	63	300	37	62	195	195	195	195	195	195
1763	17	64	300	37	63	195	195	195	195	195	195
1764	17	65	300	37	64	195	195	195	195	195	195
1765	17	66	300	37	65	195	195	195	195	195	195
1766	17	67	300	37	66	195	195	195	195	195	195
1767	17	68	300	37	67	195	195	195	195	195	195
1768	17	69	300	45	68	195	195	195	195	195	195
1769	17	70	300	42	69	195	195	195	195	195	195
1770	17	71	300	37	70	195	195	195	195	195	195
1771	17	72	300	37	71	195	195	195	195	195	195
1772	17	73	300	36	72	195	195	195	195	195	195
1773	17	74	300	35	73	195	195	195	195	195	195
1774	17	75	300	34	74	195	195	195	195	195	195
1775	17	76	300	34	75	195	195	195	195	195	195
1776	17	77	300	33	76	195	195	195	195	195	195
1777	17	78	300	32	77	195	195	195	195	195	195
1778	17	79	300	32	78	195	195	195	195	195	195
1779	17	80	300	31	79	195	195	195	195	195	195
1780	17	81	300	24	80	195	195	195	195	195	195
1781	17	82	300	23	81	195	195	195	195	195	195
1782	17	83	300	22	82	195	195	195	195	195	195
1783	17	84	300	21	83	195	195	195	195	195	195
1784	17	85	300	21	84	195	195	195	195	195	195
1785	17	86	300	20	85	195	195	195	195	195	195
1786	17	87	300	19	86	195	195	195	195	195	195
1787	17	88	300	19	87	195	195	195	195	195	195
1788	17	89	300	18	88	195	195	195	195	195	195
1789	17	90	300	18	89	195	195	195	195	195	195
1790	17	91	300	15	90	195	195	195	195	195	195
1791	17	92	300	14	91	195	195	195	195	195	195
1792	17	93	300	14	92	195	195	195	195	195	195
1793	17	94	300	14	93	195	195	195	195	195	195
1794	17	95	300	14	94	195	195	195	195	195	195
1795	17	96	300	14	95	195	195	195	195	195	195
1796	17	97	300	13	96	195	195	195	195	195	195
1797	17	98	300	13	97	195	195	195	195	195	195
1798	17	99	300	13	98	195	195	195	195	195	195
1799	17	100	0	0	0	195	195	195	195	195	195
1800	18	1	100	3500	0	10	10	10	10	10	10
1801	18	2	115	2000	1	15	15	15	15	15	15
1802	18	3	132	1000	1	21	21	21	21	21	21
1803	18	4	151	500	1	30	30	30	30	30	30
1804	18	5	173	500	1	44	44	44	44	44	44
1805	18	6	199	200	5	70	70	70	70	70	70
1806	18	7	228	200	5	93	93	93	93	93	93
1807	18	8	261	200	7	135	135	135	135	135	135
1808	18	9	300	200	8	195	195	195	195	195	195
1809	18	10	300	1000	9	195	195	195	195	195	195
1810	18	11	300	1000	10	195	195	195	195	195	195
1811	18	12	300	1000	11	195	195	195	195	195	195
1812	18	13	300	1000	12	195	195	195	195	195	195
1813	18	14	300	1000	13	195	195	195	195	195	195
1814	18	15	300	1000	14	195	195	195	195	195	195
1815	18	16	300	1000	15	195	195	195	195	195	195
1816	18	17	300	1000	16	195	195	195	195	195	195
1817	18	18	300	1000	17	195	195	195	195	195	195
1818	18	19	300	1000	18	195	195	195	195	195	195
1819	18	20	300	1000	19	195	195	195	195	195	195
1820	18	21	300	2666	20	195	195	195	195	195	195
1821	18	22	300	1000	21	195	195	195	195	195	195
1822	18	23	300	1000	22	195	195	195	195	195	195
1823	18	24	300	333	23	195	195	195	195	195	195
1824	18	25	300	857	24	195	195	195	195	195	195
1825	18	26	300	500	25	195	195	195	195	195	195
1826	18	27	300	222	26	195	195	195	195	195	195
1827	18	28	300	100	27	195	195	195	195	195	195
1828	18	29	300	818	28	195	195	195	195	195	195
1829	18	30	300	666	29	195	195	195	195	195	195
1830	18	31	300	250	30	195	195	195	195	195	195
1831	18	32	300	111	31	195	195	195	195	195	195
1832	18	33	300	309	32	195	195	195	195	195	195
1833	18	34	300	314	33	195	195	195	195	195	195
1834	18	35	300	188	34	195	195	195	195	195	195
1835	18	36	300	200	35	195	195	195	195	195	195
1836	18	37	300	134	36	195	195	195	195	195	195
1837	18	38	300	84	37	195	195	195	195	195	195
1838	18	39	300	44	38	195	195	195	195	195	195
1839	18	40	300	112	39	195	195	195	195	195	195
1840	18	41	300	127	40	195	195	195	195	195	195
1841	18	42	300	112	41	195	195	195	195	195	195
1842	18	43	300	100	42	195	195	195	195	195	195
1843	18	44	300	88	43	195	195	195	195	195	195
1844	18	45	300	78	44	195	195	195	195	195	195
1845	18	46	300	169	45	195	195	195	195	195	195
1846	18	47	300	161	46	195	195	195	195	195	195
1847	18	48	300	153	47	195	195	195	195	195	195
1848	18	49	300	147	48	195	195	195	195	195	195
1849	18	50	300	87	49	195	195	195	195	195	195
1850	18	51	300	87	50	195	195	195	195	195	195
1851	18	52	300	87	51	195	195	195	195	195	195
1852	18	53	300	87	52	195	195	195	195	195	195
1853	18	54	300	87	53	195	195	195	195	195	195
1854	18	55	300	87	54	195	195	195	195	195	195
1855	18	56	300	87	55	195	195	195	195	195	195
1856	18	57	300	87	56	195	195	195	195	195	195
1857	18	58	300	87	57	195	195	195	195	195	195
1858	18	59	300	87	58	195	195	195	195	195	195
1859	18	60	300	37	59	195	195	195	195	195	195
1860	18	61	300	37	60	195	195	195	195	195	195
1861	18	62	300	37	61	195	195	195	195	195	195
1862	18	63	300	37	62	195	195	195	195	195	195
1863	18	64	300	37	63	195	195	195	195	195	195
1864	18	65	300	37	64	195	195	195	195	195	195
1865	18	66	300	37	65	195	195	195	195	195	195
1866	18	67	300	37	66	195	195	195	195	195	195
1867	18	68	300	37	67	195	195	195	195	195	195
1868	18	69	300	45	68	195	195	195	195	195	195
1869	18	70	300	42	69	195	195	195	195	195	195
1870	18	71	300	37	70	195	195	195	195	195	195
1871	18	72	300	37	71	195	195	195	195	195	195
1872	18	73	300	36	72	195	195	195	195	195	195
1873	18	74	300	35	73	195	195	195	195	195	195
1874	18	75	300	34	74	195	195	195	195	195	195
1875	18	76	300	34	75	195	195	195	195	195	195
1876	18	77	300	33	76	195	195	195	195	195	195
1877	18	78	300	32	77	195	195	195	195	195	195
1878	18	79	300	32	78	195	195	195	195	195	195
1879	18	80	300	31	79	195	195	195	195	195	195
1880	18	81	300	24	80	195	195	195	195	195	195
1881	18	82	300	23	81	195	195	195	195	195	195
1882	18	83	300	22	82	195	195	195	195	195	195
1883	18	84	300	21	83	195	195	195	195	195	195
1884	18	85	300	21	84	195	195	195	195	195	195
1885	18	86	300	20	85	195	195	195	195	195	195
1886	18	87	300	19	86	195	195	195	195	195	195
1887	18	88	300	19	87	195	195	195	195	195	195
1888	18	89	300	18	88	195	195	195	195	195	195
1889	18	90	300	18	89	195	195	195	195	195	195
1890	18	91	300	15	90	195	195	195	195	195	195
1891	18	92	300	14	91	195	195	195	195	195	195
1892	18	93	300	14	92	195	195	195	195	195	195
1893	18	94	300	14	93	195	195	195	195	195	195
1894	18	95	300	14	94	195	195	195	195	195	195
1895	18	96	300	14	95	195	195	195	195	195	195
1896	18	97	300	13	96	195	195	195	195	195	195
1897	18	98	300	13	97	195	195	195	195	195	195
1898	18	99	300	13	98	195	195	195	195	195	195
1899	18	100	0	0	0	195	195	195	195	195	195
1900	19	1	100	3500	0	10	10	10	10	10	10
1901	19	2	115	2000	1	15	15	15	15	15	15
1902	19	3	132	1000	1	21	21	21	21	21	21
1903	19	4	151	500	1	30	30	30	30	30	30
1904	19	5	173	500	1	44	44	44	44	44	44
1905	19	6	199	200	5	70	70	70	70	70	70
1906	19	7	228	200	5	93	93	93	93	93	93
1907	19	8	261	200	7	135	135	135	135	135	135
1908	19	9	300	200	8	195	195	195	195	195	195
1909	19	10	300	1000	9	195	195	195	195	195	195
1910	19	11	300	1000	10	195	195	195	195	195	195
1911	19	12	300	1000	11	195	195	195	195	195	195
1912	19	13	300	1000	12	195	195	195	195	195	195
1913	19	14	300	1000	13	195	195	195	195	195	195
1914	19	15	300	1000	14	195	195	195	195	195	195
1915	19	16	300	1000	15	195	195	195	195	195	195
1916	19	17	300	1000	16	195	195	195	195	195	195
1917	19	18	300	1000	17	195	195	195	195	195	195
1918	19	19	300	1000	18	195	195	195	195	195	195
1919	19	20	300	1000	19	195	195	195	195	195	195
1920	19	21	300	2666	20	195	195	195	195	195	195
1921	19	22	300	1000	21	195	195	195	195	195	195
1922	19	23	300	1000	22	195	195	195	195	195	195
1923	19	24	300	333	23	195	195	195	195	195	195
1924	19	25	300	857	24	195	195	195	195	195	195
1925	19	26	300	500	25	195	195	195	195	195	195
1926	19	27	300	222	26	195	195	195	195	195	195
1927	19	28	300	100	27	195	195	195	195	195	195
1928	19	29	300	818	28	195	195	195	195	195	195
1929	19	30	300	666	29	195	195	195	195	195	195
1930	19	31	300	250	30	195	195	195	195	195	195
1931	19	32	300	111	31	195	195	195	195	195	195
1932	19	33	300	309	32	195	195	195	195	195	195
1933	19	34	300	314	33	195	195	195	195	195	195
1934	19	35	300	188	34	195	195	195	195	195	195
1935	19	36	300	200	35	195	195	195	195	195	195
1936	19	37	300	134	36	195	195	195	195	195	195
1937	19	38	300	84	37	195	195	195	195	195	195
1938	19	39	300	44	38	195	195	195	195	195	195
1939	19	40	300	112	39	195	195	195	195	195	195
1940	19	41	300	127	40	195	195	195	195	195	195
1941	19	42	300	112	41	195	195	195	195	195	195
1942	19	43	300	100	42	195	195	195	195	195	195
1943	19	44	300	88	43	195	195	195	195	195	195
1944	19	45	300	78	44	195	195	195	195	195	195
1945	19	46	300	169	45	195	195	195	195	195	195
1946	19	47	300	161	46	195	195	195	195	195	195
1947	19	48	300	153	47	195	195	195	195	195	195
1948	19	49	300	147	48	195	195	195	195	195	195
1949	19	50	300	87	49	195	195	195	195	195	195
1950	19	51	300	87	50	195	195	195	195	195	195
1951	19	52	300	87	51	195	195	195	195	195	195
1952	19	53	300	87	52	195	195	195	195	195	195
1953	19	54	300	87	53	195	195	195	195	195	195
1954	19	55	300	87	54	195	195	195	195	195	195
1955	19	56	300	87	55	195	195	195	195	195	195
1956	19	57	300	87	56	195	195	195	195	195	195
1957	19	58	300	87	57	195	195	195	195	195	195
1958	19	59	300	87	58	195	195	195	195	195	195
1959	19	60	300	37	59	195	195	195	195	195	195
1960	19	61	300	37	60	195	195	195	195	195	195
1961	19	62	300	37	61	195	195	195	195	195	195
1962	19	63	300	37	62	195	195	195	195	195	195
1963	19	64	300	37	63	195	195	195	195	195	195
1964	19	65	300	37	64	195	195	195	195	195	195
1965	19	66	300	37	65	195	195	195	195	195	195
1966	19	67	300	37	66	195	195	195	195	195	195
1967	19	68	300	37	67	195	195	195	195	195	195
1968	19	69	300	45	68	195	195	195	195	195	195
1969	19	70	300	42	69	195	195	195	195	195	195
1970	19	71	300	37	70	195	195	195	195	195	195
1971	19	72	300	37	71	195	195	195	195	195	195
1972	19	73	300	36	72	195	195	195	195	195	195
1973	19	74	300	35	73	195	195	195	195	195	195
1974	19	75	300	34	74	195	195	195	195	195	195
1975	19	76	300	34	75	195	195	195	195	195	195
1976	19	77	300	33	76	195	195	195	195	195	195
1977	19	78	300	32	77	195	195	195	195	195	195
1978	19	79	300	32	78	195	195	195	195	195	195
1979	19	80	300	31	79	195	195	195	195	195	195
1980	19	81	300	24	80	195	195	195	195	195	195
1981	19	82	300	23	81	195	195	195	195	195	195
1982	19	83	300	22	82	195	195	195	195	195	195
1983	19	84	300	21	83	195	195	195	195	195	195
1984	19	85	300	21	84	195	195	195	195	195	195
1985	19	86	300	20	85	195	195	195	195	195	195
1986	19	87	300	19	86	195	195	195	195	195	195
1987	19	88	300	19	87	195	195	195	195	195	195
1988	19	89	300	18	88	195	195	195	195	195	195
1989	19	90	300	18	89	195	195	195	195	195	195
1990	19	91	300	15	90	195	195	195	195	195	195
1991	19	92	300	14	91	195	195	195	195	195	195
1992	19	93	300	14	92	195	195	195	195	195	195
1993	19	94	300	14	93	195	195	195	195	195	195
1994	19	95	300	14	94	195	195	195	195	195	195
1995	19	96	300	14	95	195	195	195	195	195	195
1996	19	97	300	13	96	195	195	195	195	195	195
1997	19	98	300	13	97	195	195	195	195	195	195
1998	19	99	300	13	98	195	195	195	195	195	195
1999	19	100	0	0	0	195	195	195	195	195	195
2000	37	1	100	3500	0	10	10	10	10	10	10
2001	37	2	115	2000	1	15	15	15	15	15	15
2002	37	3	132	1000	1	21	21	21	21	21	21
2003	37	4	151	500	1	30	30	30	30	30	30
2004	37	5	173	500	1	44	44	44	44	44	44
2005	37	6	199	200	5	70	70	70	70	70	70
2006	37	7	228	200	5	93	93	93	93	93	93
2007	37	8	261	200	7	135	135	135	135	135	135
2008	37	9	300	200	8	195	195	195	195	195	195
2009	37	10	300	1000	9	195	195	195	195	195	195
2010	37	11	300	1000	10	195	195	195	195	195	195
2011	37	12	300	1000	11	195	195	195	195	195	195
2012	37	13	300	1000	12	195	195	195	195	195	195
2013	37	14	300	1000	13	195	195	195	195	195	195
2014	37	15	300	1000	14	195	195	195	195	195	195
2015	37	16	300	1000	15	195	195	195	195	195	195
2016	37	17	300	1000	16	195	195	195	195	195	195
2017	37	18	300	1000	17	195	195	195	195	195	195
2018	37	19	300	1000	18	195	195	195	195	195	195
2019	37	20	300	1000	19	195	195	195	195	195	195
2020	37	21	300	2666	20	195	195	195	195	195	195
2021	37	22	300	1000	21	195	195	195	195	195	195
2022	37	23	300	1000	22	195	195	195	195	195	195
2023	37	24	300	333	23	195	195	195	195	195	195
2024	37	25	300	857	24	195	195	195	195	195	195
2025	37	26	300	500	25	195	195	195	195	195	195
2026	37	27	300	222	26	195	195	195	195	195	195
2027	37	28	300	100	27	195	195	195	195	195	195
2028	37	29	300	818	28	195	195	195	195	195	195
2029	37	30	300	666	29	195	195	195	195	195	195
2030	37	31	300	250	30	195	195	195	195	195	195
2031	37	32	300	111	31	195	195	195	195	195	195
2032	37	33	300	309	32	195	195	195	195	195	195
2033	37	34	300	314	33	195	195	195	195	195	195
2034	37	35	300	188	34	195	195	195	195	195	195
2035	37	36	300	200	35	195	195	195	195	195	195
2036	37	37	300	134	36	195	195	195	195	195	195
2037	37	38	300	84	37	195	195	195	195	195	195
2038	37	39	300	44	38	195	195	195	195	195	195
2039	37	40	300	112	39	195	195	195	195	195	195
2040	37	41	300	127	40	195	195	195	195	195	195
2041	37	42	300	112	41	195	195	195	195	195	195
2042	37	43	300	100	42	195	195	195	195	195	195
2043	37	44	300	88	43	195	195	195	195	195	195
2044	37	45	300	78	44	195	195	195	195	195	195
2045	37	46	300	169	45	195	195	195	195	195	195
2046	37	47	300	161	46	195	195	195	195	195	195
2047	37	48	300	153	47	195	195	195	195	195	195
2048	37	49	300	147	48	195	195	195	195	195	195
2049	37	50	300	87	49	195	195	195	195	195	195
2050	37	51	300	87	50	195	195	195	195	195	195
2051	37	52	300	87	51	195	195	195	195	195	195
2052	37	53	300	87	52	195	195	195	195	195	195
2053	37	54	300	87	53	195	195	195	195	195	195
2054	37	55	300	87	54	195	195	195	195	195	195
2055	37	56	300	87	55	195	195	195	195	195	195
2056	37	57	300	87	56	195	195	195	195	195	195
2057	37	58	300	87	57	195	195	195	195	195	195
2058	37	59	300	87	58	195	195	195	195	195	195
2059	37	60	300	37	59	195	195	195	195	195	195
2060	37	61	300	37	60	195	195	195	195	195	195
2061	37	62	300	37	61	195	195	195	195	195	195
2062	37	63	300	37	62	195	195	195	195	195	195
2063	37	64	300	37	63	195	195	195	195	195	195
2064	37	65	300	37	64	195	195	195	195	195	195
2065	37	66	300	37	65	195	195	195	195	195	195
2066	37	67	300	37	66	195	195	195	195	195	195
2067	37	68	300	37	67	195	195	195	195	195	195
2068	37	69	300	45	68	195	195	195	195	195	195
2069	37	70	300	42	69	195	195	195	195	195	195
2070	37	71	300	37	70	195	195	195	195	195	195
2071	37	72	300	37	71	195	195	195	195	195	195
2072	37	73	300	36	72	195	195	195	195	195	195
2073	37	74	300	35	73	195	195	195	195	195	195
2074	37	75	300	34	74	195	195	195	195	195	195
2075	37	76	300	34	75	195	195	195	195	195	195
2076	37	77	300	33	76	195	195	195	195	195	195
2077	37	78	300	32	77	195	195	195	195	195	195
2078	37	79	300	32	78	195	195	195	195	195	195
2079	37	80	300	31	79	195	195	195	195	195	195
2080	37	81	300	24	80	195	195	195	195	195	195
2081	37	82	300	23	81	195	195	195	195	195	195
2082	37	83	300	22	82	195	195	195	195	195	195
2083	37	84	300	21	83	195	195	195	195	195	195
2084	37	85	300	21	84	195	195	195	195	195	195
2085	37	86	300	20	85	195	195	195	195	195	195
2086	37	87	300	19	86	195	195	195	195	195	195
2087	37	88	300	19	87	195	195	195	195	195	195
2088	37	89	300	18	88	195	195	195	195	195	195
2089	37	90	300	18	89	195	195	195	195	195	195
2090	37	91	300	15	90	195	195	195	195	195	195
2091	37	92	300	14	91	195	195	195	195	195	195
2092	37	93	300	14	92	195	195	195	195	195	195
2093	37	94	300	14	93	195	195	195	195	195	195
2094	37	95	300	14	94	195	195	195	195	195	195
2095	37	96	300	14	95	195	195	195	195	195	195
2096	37	97	300	13	96	195	195	195	195	195	195
2097	37	98	300	13	97	195	195	195	195	195	195
2098	37	99	300	13	98	195	195	195	195	195	195
2099	37	100	0	0	0	195	195	195	195	195	195
