INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
27402	±‰“Ïæ≈¿Ë—˝ª¢	2740	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1735	1239	619	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	1800000	27400
27403	±‰“Ïæ≈¿Ë—˝ª¢	2740	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1804	1288	644	1159	902	1357	1492	1560	1764	2035	100	100	200	100	500	1800000	27400
27404	±‰“Ïæ≈¿Ë—˝ª¢	2740	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1872	1337	668	1203	936	1357	1492	1560	1764	2035	100	100	200	100	500	1800000	27400
27405	±‰“Ïæ≈¿Ë—˝ª¢	2740	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1941	1386	693	1248	970	1357	1492	1560	1764	2035	100	100	200	100	500	1800000	27400
27406	±‰“Ïæ≈¿Ë—˝ª¢	2740	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2009	1435	717	1292	1004	1357	1492	1560	1764	2035	100	100	200	100	500	1800000	27400
27407	±‰“Ïæ≈¿Ë—˝ª¢	2740	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2078	1484	742	1336	1039	1357	1492	1560	1764	2035	100	100	200	100	500	1800000	27400
27409	æ≈¿Ë—˝ª¢±¶±¶	2740	85	9	0	1	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1598	1142	571	1027	799	1357	1492	1560	1764	2035	100	100	200	100	500	1800000	27400
27410	≥…ƒÍæ≈¿Ë—˝ª¢	2741	95	9	0	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1656	1183	591	1064	828	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	27410
27411	±‰“Ïæ≈¿Ë—˝ª¢	2741	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1718	1227	613	1104	859	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	27410
27412	±‰“Ïæ≈¿Ë—˝ª¢	2741	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1780	1271	635	1144	890	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	27410
27413	±‰“Ïæ≈¿Ë—˝ª¢	2741	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1842	1316	658	1184	921	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	27410
27414	±‰“Ïæ≈¿Ë—˝ª¢	2741	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1904	1360	680	1224	952	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	27410
27415	±‰“Ïæ≈¿Ë—˝ª¢	2741	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1966	1404	702	1264	983	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	27410
27416	±‰“Ïæ≈¿Ë—˝ª¢	2741	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2028	1449	724	1304	1014	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	27410
27417	±‰“Ïæ≈¿Ë—˝ª¢	2741	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2090	1493	746	1344	1045	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	27410
27418	±‰“Ïæ≈¿Ë—˝ª¢	2741	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	2153	1537	768	1384	1076	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	27410
27419	æ≈¿Ë—˝ª¢±¶±¶	2741	95	9	0	1	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1656	1183	591	1064	828	1459	1604	1677	1896	2188	100	100	200	100	500	1800000	27410
27420	≥…ƒÍ¡“Õ√Ã–ƒ	2742	5	9	0	0	1000	10	692	300000	-1	-1	728	900000	657	250000	730	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	469	703	1322	750	938	846	930	972	1099	1269	500	100	200	100	100	1800000	27420
27421	±‰“Ï¡“Õ√Ã–ƒ	2742	5	9	1	0	1000	10	692	300000	-1	-1	728	900000	657	250000	730	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	539	809	1520	862	1078	846	930	972	1099	1269	500	100	200	100	100	1800000	27420
27422	±‰“Ï¡“Õ√Ã–ƒ	2742	5	9	1	0	1000	10	692	300000	-1	-1	728	900000	657	250000	730	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	609	914	1719	975	1219	846	930	972	1099	1269	500	100	200	100	100	1800000	27420
27429	¡“Õ√Ã–ƒ±¶±¶	2742	5	9	0	1	1000	10	692	300000	-1	-1	728	900000	657	250000	730	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	469	703	1322	750	938	846	930	972	1099	1269	500	100	200	100	100	1800000	27420
27430	≥…ƒÍ¡“Õ√Ã–ƒ	2743	45	9	0	0	1000	10	692	350000	-1	-1	728	900000	657	300000	730	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	489	734	1380	783	979	948	1042	1090	1232	1422	500	100	200	100	100	1800000	27430
27431	±‰“Ï¡“Õ√Ã–ƒ	2743	45	9	1	0	1000	10	692	350000	-1	-1	728	900000	657	300000	730	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	538	807	1518	861	1076	948	1042	1090	1232	1422	500	100	200	100	100	1800000	27430
27432	±‰“Ï¡“Õ√Ã–ƒ	2743	45	9	1	0	1000	10	692	350000	-1	-1	728	900000	657	300000	730	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	587	881	1656	939	1174	948	1042	1090	1232	1422	500	100	200	100	100	1800000	27430
27433	±‰“Ï¡“Õ√Ã–ƒ	2743	45	9	1	0	1000	10	692	350000	-1	-1	728	900000	657	300000	730	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	636	954	1794	1018	1272	948	1042	1090	1232	1422	500	100	200	100	100	1800000	27430
27439	¡“Õ√Ã–ƒ±¶±¶	2743	45	9	0	1	1000	10	692	350000	-1	-1	728	900000	657	300000	730	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	489	734	1380	783	979	948	1042	1090	1232	1422	500	100	200	100	100	1800000	27430
27440	≥…ƒÍ¡“Õ√Ã–ƒ	2744	55	9	0	0	1000	10	692	400000	-1	-1	728	900000	657	350000	730	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	510	765	1438	816	1020	1051	1156	1208	1366	1576	500	100	200	100	100	1800000	27440
27441	±‰“Ï¡“Õ√Ã–ƒ	2744	55	9	1	0	1000	10	692	400000	-1	-1	728	900000	657	350000	730	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	548	822	1546	877	1096	1051	1156	1208	1366	1576	500	100	200	100	100	1800000	27440
27442	±‰“Ï¡“Õ√Ã–ƒ	2744	55	9	1	0	1000	10	692	400000	-1	-1	728	900000	657	350000	730	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	586	879	1653	938	1173	1051	1156	1208	1366	1576	500	100	200	100	100	1800000	27440
27443	±‰“Ï¡“Õ√Ã–ƒ	2744	55	9	1	0	1000	10	692	400000	-1	-1	728	900000	657	350000	730	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	624	937	1761	999	1249	1051	1156	1208	1366	1576	500	100	200	100	100	1800000	27440
27444	±‰“Ï¡“Õ√Ã–ƒ	2744	55	9	1	0	1000	10	692	400000	-1	-1	728	900000	657	350000	730	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	663	994	1869	1060	1326	1051	1156	1208	1366	1576	500	100	200	100	100	1800000	27440
27449	¡“Õ√Ã–ƒ±¶±¶	2744	55	9	0	1	1000	10	692	400000	-1	-1	728	900000	657	350000	730	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	510	765	1438	816	1020	1051	1156	1208	1366	1576	500	100	200	100	100	1800000	27440
27450	≥…ƒÍ¡“Õ√Ã–ƒ	2745	65	9	0	0	1000	10	692	450000	-1	-1	728	900000	657	400000	730	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	795	1496	848	1061	1153	1268	1325	1498	1729	500	100	200	100	100	1800000	27450
27451	±‰“Ï¡“Õ√Ã–ƒ	2745	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	657	400000	730	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	562	843	1585	899	1124	1153	1268	1325	1498	1729	500	100	200	100	100	1800000	27450
27452	±‰“Ï¡“Õ√Ã–ƒ	2745	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	657	400000	730	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	594	891	1675	950	1188	1153	1268	1325	1498	1729	500	100	200	100	100	1800000	27450
27453	±‰“Ï¡“Õ√Ã–ƒ	2745	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	657	400000	730	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	625	938	1765	1001	1251	1153	1268	1325	1498	1729	500	100	200	100	100	1800000	27450
27454	±‰“Ï¡“Õ√Ã–ƒ	2745	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	657	400000	730	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	657	986	1855	1052	1315	1153	1268	1325	1498	1729	500	100	200	100	100	1800000	27450
27455	±‰“Ï¡“Õ√Ã–ƒ	2745	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	657	400000	730	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	689	1034	1944	1103	1379	1153	1268	1325	1498	1729	500	100	200	100	100	1800000	27450
27459	¡“Õ√Ã–ƒ±¶±¶	2745	65	9	0	1	1000	10	692	450000	-1	-1	728	900000	657	400000	730	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	795	1496	848	1061	1153	1268	1325	1498	1729	500	100	200	100	100	1800000	27450
27460	≥…ƒÍ¡“Õ√Ã–ƒ	2746	75	9	0	0	1000	10	692	500000	-1	-1	728	900000	657	450000	730	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	826	1553	881	1102	1255	1380	1443	1631	1882	500	100	200	100	100	1800000	27460
27461	±‰“Ï¡“Õ√Ã–ƒ	2746	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	657	450000	730	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	578	867	1631	925	1157	1255	1380	1443	1631	1882	500	100	200	100	100	1800000	27460
27462	±‰“Ï¡“Õ√Ã–ƒ	2746	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	657	450000	730	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	606	909	1709	969	1212	1255	1380	1443	1631	1882	500	100	200	100	100	1800000	27460
27463	±‰“Ï¡“Õ√Ã–ƒ	2746	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	657	450000	730	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	633	950	1786	1013	1267	1255	1380	1443	1631	1882	500	100	200	100	100	1800000	27460
27464	±‰“Ï¡“Õ√Ã–ƒ	2746	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	657	450000	730	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	661	991	1864	1057	1322	1255	1380	1443	1631	1882	500	100	200	100	100	1800000	27460
27465	±‰“Ï¡“Õ√Ã–ƒ	2746	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	657	450000	730	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	688	1033	1942	1102	1377	1255	1380	1443	1631	1882	500	100	200	100	100	1800000	27460
27466	±‰“Ï¡“Õ√Ã–ƒ	2746	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	657	450000	730	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	716	1074	2019	1146	1432	1255	1380	1443	1631	1882	500	100	200	100	100	1800000	27460
27469	¡“Õ√Ã–ƒ±¶±¶	2746	75	9	0	1	1000	10	692	500000	-1	-1	728	900000	657	450000	730	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	826	1553	881	1102	1255	1380	1443	1631	1882	500	100	200	100	100	1800000	27460
27470	≥…ƒÍ¡“Õ√Ã–ƒ	2747	85	9	0	0	1000	10	692	550000	-1	-1	728	900000	657	500000	730	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	571	856	1610	913	1142	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	27470
27471	±‰“Ï¡“Õ√Ã–ƒ	2747	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	657	500000	730	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	595	893	1679	952	1190	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	27470
27472	±‰“Ï¡“Õ√Ã–ƒ	2747	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	657	500000	730	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	619	929	1748	991	1239	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	27470
27473	±‰“Ï¡“Õ√Ã–ƒ	2747	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	657	500000	730	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	644	966	1817	1031	1288	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	27470
27474	±‰“Ï¡“Õ√Ã–ƒ	2747	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	657	500000	730	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	668	1003	1886	1070	1337	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	27470
27475	±‰“Ï¡“Õ√Ã–ƒ	2747	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	657	500000	730	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	693	1040	1955	1109	1386	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	27470
27476	±‰“Ï¡“Õ√Ã–ƒ	2747	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	657	500000	730	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	717	1076	2024	1148	1435	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	27470
27477	±‰“Ï¡“Õ√Ã–ƒ	2747	85	9	1	0	1000	10	692	550000	-1	-1	728	900000	657	500000	730	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	742	1113	2093	1187	1484	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	27470
27479	¡“Õ√Ã–ƒ±¶±¶	2747	85	9	0	1	1000	10	692	550000	-1	-1	728	900000	657	500000	730	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	571	856	1610	913	1142	1357	1492	1560	1764	2035	500	100	200	100	100	1800000	27470
27480	≥…ƒÍ¡“Õ√Ã–ƒ	2748	95	9	0	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	591	887	1668	946	1183	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	27480
27481	±‰“Ï¡“Õ√Ã–ƒ	2748	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	920	1730	981	1227	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	27480
27482	±‰“Ï¡“Õ√Ã–ƒ	2748	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	953	1793	1017	1271	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	27480
27483	±‰“Ï¡“Õ√Ã–ƒ	2748	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	658	987	1855	1052	1316	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	27480
27484	±‰“Ï¡“Õ√Ã–ƒ	2748	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	680	1020	1918	1088	1360	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	27480
27485	±‰“Ï¡“Õ√Ã–ƒ	2748	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	702	1053	1980	1123	1404	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	27480
27486	±‰“Ï¡“Õ√Ã–ƒ	2748	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	724	1086	2043	1159	1449	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	27480
27487	±‰“Ï¡“Õ√Ã–ƒ	2748	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	746	1120	2105	1194	1493	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	27480
27488	±‰“Ï¡“Õ√Ã–ƒ	2748	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	768	1153	2168	1230	1537	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	27480
27489	¡“Õ√Ã–ƒ±¶±¶	2748	95	9	0	1	1000	10	692	600000	-1	-1	728	900000	657	550000	730	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	591	887	1668	946	1183	1459	1604	1677	1896	2188	500	100	200	100	100	1800000	27480
27490	≥…ƒÍ∆ﬂ≤ ª‘ø•	2749	5	9	0	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	750	1313	656	562	750	846	930	972	1099	1269	100	250	450	150	50	1800000	27490
27491	±‰“Ï∆ﬂ≤ ª‘ø•	2749	5	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	862	1510	755	647	862	846	930	972	1099	1269	100	250	450	150	50	1800000	27490
27492	±‰“Ï∆ﬂ≤ ª‘ø•	2749	5	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	975	1707	853	731	975	846	930	972	1099	1269	100	250	450	150	50	1800000	27490
27499	∆ﬂ≤ ª‘ø•±¶±¶	2749	5	9	0	1	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	750	1313	656	562	750	846	930	972	1099	1269	100	250	450	150	50	1800000	27490
27500	≥…ƒÍ∆ﬂ≤ ª‘ø•	2750	45	9	0	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	783	1370	685	587	783	948	1042	1090	1232	1422	100	250	450	150	50	1800000	27500
27501	±‰“Ï∆ﬂ≤ ª‘ø•	2750	45	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	861	1507	753	646	861	948	1042	1090	1232	1422	100	250	450	150	50	1800000	27500
27502	±‰“Ï∆ﬂ≤ ª‘ø•	2750	45	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	939	1644	822	704	939	948	1042	1090	1232	1422	100	250	450	150	50	1800000	27500
27503	±‰“Ï∆ﬂ≤ ª‘ø•	2750	45	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1018	1781	890	763	1018	948	1042	1090	1232	1422	100	250	450	150	50	1800000	27500
27509	∆ﬂ≤ ª‘ø•±¶±¶	2750	45	9	0	1	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	783	1370	685	587	783	948	1042	1090	1232	1422	100	250	450	150	50	1800000	27500
27510	≥…ƒÍ∆ﬂ≤ ª‘ø•	2751	55	9	0	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	816	1428	714	612	816	1051	1156	1208	1366	1576	100	250	450	150	50	1800000	27510
27511	±‰“Ï∆ﬂ≤ ª‘ø•	2751	55	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	877	1535	767	657	877	1051	1156	1208	1366	1576	100	250	450	150	50	1800000	27510
27512	±‰“Ï∆ﬂ≤ ª‘ø•	2751	55	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	938	1642	821	703	938	1051	1156	1208	1366	1576	100	250	450	150	50	1800000	27510
27513	±‰“Ï∆ﬂ≤ ª‘ø•	2751	55	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	999	1749	874	749	999	1051	1156	1208	1366	1576	100	250	450	150	50	1800000	27510
27514	±‰“Ï∆ﬂ≤ ª‘ø•	2751	55	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1060	1856	928	795	1060	1051	1156	1208	1366	1576	100	250	450	150	50	1800000	27510
27519	∆ﬂ≤ ª‘ø•±¶±¶	2751	55	9	0	1	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	816	1428	714	612	816	1051	1156	1208	1366	1576	100	250	450	150	50	1800000	27510
27520	≥…ƒÍ∆ﬂ≤ ª‘ø•	2752	65	9	0	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	848	1485	742	636	848	1153	1268	1325	1498	1729	100	250	450	150	50	1800000	27520
27521	±‰“Ï∆ﬂ≤ ª‘ø•	2752	65	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	899	1574	787	674	899	1153	1268	1325	1498	1729	100	250	450	150	50	1800000	27520
27522	±‰“Ï∆ﬂ≤ ª‘ø•	2752	65	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	950	1663	831	712	950	1153	1268	1325	1498	1729	100	250	450	150	50	1800000	27520
27523	±‰“Ï∆ﬂ≤ ª‘ø•	2752	65	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1001	1752	876	751	1001	1153	1268	1325	1498	1729	100	250	450	150	50	1800000	27520
27524	±‰“Ï∆ﬂ≤ ª‘ø•	2752	65	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1052	1841	920	789	1052	1153	1268	1325	1498	1729	100	250	450	150	50	1800000	27520
27525	±‰“Ï∆ﬂ≤ ª‘ø•	2752	65	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1103	1931	965	827	1103	1153	1268	1325	1498	1729	100	250	450	150	50	1800000	27520
27529	∆ﬂ≤ ª‘ø•±¶±¶	2752	65	9	0	1	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	848	1485	742	636	848	1153	1268	1325	1498	1729	100	250	450	150	50	1800000	27520
